upp_low,temp_f_id,name f1,name f2,tau
1,5660,Gavin Tucker,Dan Ige,1036
0,5661,Gloria de Paula,Jinh Yu Frey,1036
1,5659,JJ Aldrich,Cortney Casey,1036
1,5664,Jason Witt,Matthew Semelsberger,1036
1,5661,Jinh Yu Frey,Gloria de Paula,1036
0,5662,Jonathan Martinez,Davey Grant,1036
0,5663,Manel Kape,Matheus Nicolau,1036
1,5658,Marcelo Rojo,Charles Jourdain,1036
1,5663,Matheus Nicolau,Manel Kape,1036
0,5664,Matthew Semelsberger,Jason Witt,1036
0,5665,Misha Cirkunov,Ryan Spann,1036
0,5666,Nasrat Haqparast,Rafa Garcia,1036
1,5666,Rafa Garcia,Nasrat Haqparast,1036
0,5667,Rani Yahya,Ray Rodriguez,1036
1,5667,Ray Rodriguez,Rani Yahya,1036
1,5665,Ryan Spann,Misha Cirkunov,1036
0,5668,Adrian Yanez,Gustavo Lopez,1037
0,5669,Bruno Fly Silva,JP Buys,1037
0,5670,Cheyanne Vlismas,Montserrat Conejo Ruiz,1037
0,5671,Derek Brunson,Kevin Holland,1037
1,5672,Grant Dawson,Leonardo Santos,1037
1,5668,Gustavo Lopez,Adrian Yanez,1037
1,5676,Harry Hunsucker,Tai Tuivasa,1037
1,5669,JP Buys,Bruno Fly Silva,1037
1,5674,Jesse Strader,Montel Jackson,1037
1,5671,Kevin Holland,Derek Brunson,1037
0,5672,Leonardo Santos,Grant Dawson,1037
1,5673,Macy Chiasson,Marion Reneau,1037
0,5673,Marion Reneau,Macy Chiasson,1037
1,5675,Max Griffin,Song Kenan,1037
0,5674,Montel Jackson,Jesse Strader,1037
1,5670,Montserrat Conejo Ruiz,Cheyanne Vlismas,1037
1,5677,Roman Dolidze,Trevin Giles,1037
0,5675,Song Kenan,Max Griffin,1037
0,5676,Tai Tuivasa,Harry Hunsucker,1037
0,5677,Trevin Giles,Roman Dolidze,1037
1,5682,Abu Azaitar,Marc-Andre Barriault,1038
1,5681,Abubakar Nurmagomedov,Jared Gooden,1038
0,5678,Alonzo Menifield,Fabio Cherant,1038
1,5678,Fabio Cherant,Alonzo Menifield,1038
1,5686,Francis Ngannou,Stipe Miocic,1038
0,5679,Gillian Robertson,Miranda Maverick,1038
0,5680,Jamie Mullarkey,Khama Worthy,1038
0,5681,Jared Gooden,Abubakar Nurmagomedov,1038
1,5680,Khama Worthy,Jamie Mullarkey,1038
0,5682,Marc-Andre Barriault,Abu Azaitar,1038
1,5683,Michal Oleksiejczuk,Modestas Bukauskas,1038
1,5679,Miranda Maverick,Gillian Robertson,1038
0,5683,Modestas Bukauskas,Michal Oleksiejczuk,1038
1,5685,Omar Morales,Shane Young,1038
0,5684,Sean O'Malley,Thomas Almeida,1038
0,5685,Shane Young,Omar Morales,1038
0,5686,Stipe Miocic,Francis Ngannou,1038
1,5684,Thomas Almeida,Sean O'Malley,1038
0,5687,Tyron Woodley,Vicente Luque,1038
1,5687,Vicente Luque,Tyron Woodley,1038
0,5688,Arnold Allen,Sodiq Yusuff,1040
0,5689,Da Woon Jung,William Knight,1040
1,5696,Daniel Rodriguez,Mike Perry,1040
0,5690,Hunter Azure,Jack Shore,1040
1,5693,Ignacio Bahamondes,John Makdessi,1040
0,5691,Impa Kasanganay,Sasha Palatnikov,1040
1,5690,Jack Shore,Hunter Azure,1040
1,5700,Jarjis Danho,Yorgan De Castro,1040
0,5692,Jim Miller,Joe Solecki,1040
1,5692,Joe Solecki,Jim Miller,1040
0,5693,John Makdessi,Ignacio Bahamondes,1040
1,5694,Jordan Griffin,Luis Saldana,1040
1,5698,Julian Marquez,Sam Alvey,1040
1,5695,Kevin Holland,Marvin Vettori,1040
0,5694,Luis Saldana,Jordan Griffin,1040
1,5697,Mackenzie Dern,Nina Nunes,1040
0,5695,Marvin Vettori,Kevin Holland,1040
1,5699,Mateusz Gamrot,Scott Holtzman,1040
0,5696,Mike Perry,Daniel Rodriguez,1040
0,5697,Nina Nunes,Mackenzie Dern,1040
0,5698,Sam Alvey,Julian Marquez,1040
1,5691,Sasha Palatnikov,Impa Kasanganay,1040
0,5699,Scott Holtzman,Mateusz Gamrot,1040
1,5688,Sodiq Yusuff,Arnold Allen,1040
1,5689,William Knight,Da Woon Jung,1040
0,5700,Yorgan De Castro,Jarjis Danho,1040
0,5701,Abdul Razak Alhassan,Jacob Malkoun,1041
1,5707,Alexander Munoz,Luis Pena,1041
0,5702,Alexandr Romanov,Juan Espino,1041
0,5703,Andrei Arlovski,Chase Sherman,1041
1,5709,Anthony Birchak,Tony Gravely,1041
0,5704,Austin Hubbard,Dakota Bush,1041
0,5705,Bartosz Fabinski,Gerald Meerschaert,1041
1,5703,Chase Sherman,Andrei Arlovski,1041
1,5704,Dakota Bush,Austin Hubbard,1041
1,5705,Gerald Meerschaert,Bartosz Fabinski,1041
1,5701,Jacob Malkoun,Abdul Razak Alhassan,1041
0,5706,Jessica Penne,Loopy Godinez,1041
1,5702,Juan Espino,Alexandr Romanov,1041
1,5710,Justine Kish,Tracy Cortez,1041
1,5708,Kelvin Gastelum,Robert Whittaker,1041
1,5706,Loopy Godinez,Jessica Penne,1041
0,5707,Luis Pena,Alexander Munoz,1041
0,5708,Robert Whittaker,Kelvin Gastelum,1041
0,5709,Tony Gravely,Anthony Birchak,1041
0,5710,Tracy Cortez,Justine Kish,1041
0,5711,Alex Oliveira,Randy Brown,1042
0,5712,Anthony Smith,Jimmy Crute,1042
0,5713,Aoriqileng,Jeff Molina,1042
1,5719,Ariane Carnelossi,Liang Na,1042
0,5714,Batgerel Danaa,Kevin Natividad,1042
1,5717,Brendan Allen,Karl Roberson,1042
1,5721,Chris Weidman,Uriah Hall,1042
0,5715,Dwight Grant,Stefan Sekulic,1042
1,5713,Jeff Molina,Aoriqileng,1042
1,5722,Jessica Andrade,Valentina Shevchenko,1042
1,5712,Jimmy Crute,Anthony Smith,1042
1,5716,Jorge Masvidal,Kamaru Usman,1042
0,5716,Kamaru Usman,Jorge Masvidal,1042
0,5717,Karl Roberson,Brendan Allen,1042
0,5718,Kazula Vargas,Rongzhu,1042
1,5714,Kevin Natividad,Batgerel Danaa,1042
0,5719,Liang Na,Ariane Carnelossi,1042
0,5720,Pat Sabatini,Tristan Connelly,1042
1,5711,Randy Brown,Alex Oliveira,1042
1,5718,Rongzhu,Kazula Vargas,1042
1,5723,Rose Namajunas,Zhang Weili,1042
1,5715,Stefan Sekulic,Dwight Grant,1042
1,5720,Tristan Connelly,Pat Sabatini,1042
0,5721,Uriah Hall,Chris Weidman,1042
0,5722,Valentina Shevchenko,Jessica Andrade,1042
0,5723,Zhang Weili,Rose Namajunas,1042
0,5724,Andreas Michailidis,KB Bhullar,1043
1,5731,Cody Stamann,Merab Dvalishvili,1043
1,5726,Cub Swanson,Giga Chikadze,1043
0,5725,Dominick Reyes,Jiri Prochazka,1043
1,5727,Dustin Jacoby,Ion Cutelaba,1043
1,5730,Felipe Colares,Luke Sanders,1043
0,5726,Giga Chikadze,Cub Swanson,1043
0,5727,Ion Cutelaba,Dustin Jacoby,1043
1,5725,Jiri Prochazka,Dominick Reyes,1043
1,5724,KB Bhullar,Andreas Michailidis,1043
0,5728,Kai Kamaka,TJ Brown,1043
1,5733,Krzysztof Jotko,Sean Strickland,1043
0,5729,Loma Lookboonmee,Sam Hughes,1043
1,5732,Luana Carolina,Poliana Botelho,1043
0,5730,Luke Sanders,Felipe Colares,1043
0,5731,Merab Dvalishvili,Cody Stamann,1043
0,5732,Poliana Botelho,Luana Carolina,1043
1,5729,Sam Hughes,Loma Lookboonmee,1043
0,5733,Sean Strickland,Krzysztof Jotko,1043
1,5728,TJ Brown,Kai Kamaka,1043
1,5736,Alex Morono,Donald Cerrone,1044
1,5734,Carlston Harris,Christian Aguilera,1044
0,5734,Christian Aguilera,Carlston Harris,1044
0,5735,Diego Ferreira,Gregor Gillespie,1044
0,5736,Donald Cerrone,Alex Morono,1044
1,5741,Geoff Neal,Neil Magny,1044
1,5735,Gregor Gillespie,Diego Ferreira,1044
0,5737,JunYong Park,Tafon Nchukwi,1044
1,5742,Kyle Daukaus,Phil Hawes,1044
0,5738,Ludovit Klein,Michael Trizano,1044
1,5740,Marcos Rogerio de Lima,Maurice Greene,1044
0,5739,Marina Rodriguez,Michelle Waterson-Gomez,1044
0,5740,Maurice Greene,Marcos Rogerio de Lima,1044
1,5738,Michael Trizano,Ludovit Klein,1044
1,5739,Michelle Waterson-Gomez,Marina Rodriguez,1044
0,5741,Neil Magny,Geoff Neal,1044
0,5742,Phil Hawes,Kyle Daukaus,1044
1,5737,Tafon Nchukwi,JunYong Park,1044
1,5747,Andre Muniz,Jacare Souza,1045
0,5743,Andrea Lee,Antonina Shevchenko,1045
1,5743,Antonina Shevchenko,Andrea Lee,1045
1,5753,Beneil Dariush,Tony Ferguson,1045
0,5744,Charles Oliveira,Michael Chandler,1045
0,5745,Christos Giagos,Sean Soriano,1045
1,5752,Edson Barboza,Shane Burgos,1045
0,5746,Gina Mazany,Priscila Cachoeira,1045
0,5747,Jacare Souza,Andre Muniz,1045
1,5748,Jamie Pickett,Jordan Wright,1045
0,5748,Jordan Wright,Jamie Pickett,1045
0,5749,Katlyn Cerminara,Viviane Araujo,1045
0,5750,Kevin Aguilar,Tucker Lutz,1045
0,5751,Lando Vannata,Mike Grundy,1045
1,5744,Michael Chandler,Charles Oliveira,1045
1,5751,Mike Grundy,Lando Vannata,1045
1,5746,Priscila Cachoeira,Gina Mazany,1045
1,5745,Sean Soriano,Christos Giagos,1045
0,5752,Shane Burgos,Edson Barboza,1045
0,5753,Tony Ferguson,Beneil Dariush,1045
1,5750,Tucker Lutz,Kevin Aguilar,1045
1,5749,Viviane Araujo,Katlyn Cerminara,1045
0,5754,Ben Rothwell,Chris Barnett,1046
1,5763,Bill Algeo,Ricardo Ramos,1046
0,5755,Bruno Fly Silva,Victor Rodriguez,1046
1,5765,Carla Esparza,Yan Xiaonan,1046
1,5754,Chris Barnett,Ben Rothwell,1046
1,5756,Claudio Silva,Court McGee,1046
1,5764,Cody Garbrandt,Rob Font,1046
0,5756,Court McGee,Claudio Silva,1046
1,5762,Damir Ismagulov,Rafael Alves,1046
0,5757,David Dvorak,Juancamilo Ronderos,1046
1,5759,Edmen Shahbazyan,Jack Hermansson,1046
0,5758,Felicia Spencer,Norma Dumont,1046
0,5759,Jack Hermansson,Edmen Shahbazyan,1046
1,5761,Jared Vanderaa,Justin Tafa,1046
0,5760,Josh Culibao,Shayilan Nuerdanbieke,1046
1,5757,Juancamilo Ronderos,David Dvorak,1046
0,5761,Justin Tafa,Jared Vanderaa,1046
1,5758,Norma Dumont,Felicia Spencer,1046
0,5762,Rafael Alves,Damir Ismagulov,1046
0,5763,Ricardo Ramos,Bill Algeo,1046
0,5764,Rob Font,Cody Garbrandt,1046
1,5760,Shayilan Nuerdanbieke,Josh Culibao,1046
1,5755,Victor Rodriguez,Bruno Fly Silva,1046
0,5765,Yan Xiaonan,Carla Esparza,1046
1,5772,Ariane da Silva,Montana De La Rosa,1048
1,5769,Augusto Sakai,Jairzinho Rozenstruik,1048
0,5766,Claudio Puelles,Jordan Leavitt,1048
0,5767,Dusko Todorovic,Gregory Rodrigues,1048
0,5768,Francisco Trinaldo,Muslim Salikhov,1048
1,5767,Gregory Rodrigues,Dusko Todorovic,1048
1,5776,Ilir Latifi,Tanner Boser,1048
0,5769,Jairzinho Rozenstruik,Augusto Sakai,1048
1,5766,Jordan Leavitt,Claudio Puelles,1048
1,5770,Kamuela Kirk,Makwan Amirkhani,1048
1,5773,Laureano Staropoli,Roman Dolidze,1048
0,5770,Makwan Amirkhani,Kamuela Kirk,1048
0,5771,Manon Fiorot,Tabatha Ricci,1048
1,5777,Marcin Tybura,Walt Harris,1048
1,5774,Miguel Baeza,Santiago Ponzinibbio,1048
0,5772,Montana De La Rosa,Ariane da Silva,1048
1,5768,Muslim Salikhov,Francisco Trinaldo,1048
0,5773,Roman Dolidze,Laureano Staropoli,1048
0,5774,Santiago Ponzinibbio,Miguel Baeza,1048
0,5775,Sean Woodson,Youssef Zalal,1048
1,5771,Tabatha Ricci,Manon Fiorot,1048
0,5776,Tanner Boser,Ilir Latifi,1048
0,5777,Walt Harris,Marcin Tybura,1048
1,5775,Youssef Zalal,Sean Woodson,1048
1,5790,Alexis Davis,Pannie Kianzad,1049
1,5781,Belal Muhammad,Demian Maia,1049
1,5782,Brad Riddell,Drew Dober,1049
1,5780,Brandon Moreno,Deiveson Figueiredo,1049
0,5778,Carlos Felipe,Jake Collier,1049
0,5779,Chase Hooper,Steven Peterson,1049
1,5783,Darren Stewart,Eryk Anders,1049
0,5780,Deiveson Figueiredo,Brandon Moreno,1049
0,5781,Demian Maia,Belal Muhammad,1049
0,5782,Drew Dober,Brad Riddell,1049
0,5783,Eryk Anders,Darren Stewart,1049
0,5784,Fares Ziam,Luigi Vendramini,1049
1,5789,Hakeem Dawodu,Movsar Evloev,1049
0,5785,Israel Adesanya,Marvin Vettori,1049
1,5778,Jake Collier,Carlos Felipe,1049
1,5791,Jamahal Hill,Paul Craig,1049
1,5786,Joanne Wood,Lauren Murphy,1049
0,5786,Lauren Murphy,Joanne Wood,1049
0,5787,Leon Edwards,Nate Diaz,1049
1,5784,Luigi Vendramini,Fares Ziam,1049
1,5785,Marvin Vettori,Israel Adesanya,1049
0,5788,Matt Frevola,Terrance McKinney,1049
0,5789,Movsar Evloev,Hakeem Dawodu,1049
1,5787,Nate Diaz,Leon Edwards,1049
0,5790,Pannie Kianzad,Alexis Davis,1049
0,5791,Paul Craig,Jamahal Hill,1049
1,5779,Steven Peterson,Chase Hooper,1049
1,5788,Terrance McKinney,Matt Frevola,1049
0,5792,Aleksa Camur,Nicolae Negumereanu,1050
0,5793,Aleksei Oleinik,Serghei Spivac,1050
1,5803,Bruno Fly Silva,Wellington Turman,1050
0,5794,Casey O'Neill,Lara Procopio,1050
0,5795,Chan Sung Jung,Dan Ige,1050
1,5795,Dan Ige,Chan Sung Jung,1050
1,5801,Davey Grant,Marlon Vera,1050
1,5802,Dhiego Lima,Matt Brown,1050
0,5796,Joaquim Silva,Ricky Glenn,1050
0,5797,Josh Parisian,Roque Martinez,1050
0,5798,Julian Erosa,SeungWoo Choi,1050
0,5799,Kanako Murata,Virna Jandiroba,1050
0,5800,Khaos Williams,Matthew Semelsberger,1050
1,5794,Lara Procopio,Casey O'Neill,1050
0,5801,Marlon Vera,Davey Grant,1050
0,5802,Matt Brown,Dhiego Lima,1050
1,5800,Matthew Semelsberger,Khaos Williams,1050
1,5792,Nicolae Negumereanu,Aleksa Camur,1050
1,5796,Ricky Glenn,Joaquim Silva,1050
1,5797,Roque Martinez,Josh Parisian,1050
1,5793,Serghei Spivac,Aleksei Oleinik,1050
1,5798,SeungWoo Choi,Julian Erosa,1050
1,5799,Virna Jandiroba,Kanako Murata,1050
0,5803,Wellington Turman,Bruno Fly Silva,1050
1,5805,Alexander Volkov,Ciryl Gane,1051
0,5804,Charles Rosa,Justin Jaynes,1051
0,5805,Ciryl Gane,Alexander Volkov,1051
1,5815,Damir Hadzovic,Yancy Medeiros,1051
1,5807,Danilo Marques,Kennedy Nzechukwu,1051
1,5808,Ike Villanueva,Marcin Prachnio,1051
1,5810,Jai Herbert,Renato Moicano,1051
1,5814,Jeremiah Wells,Warlley Alves,1051
0,5806,Julia Avila,Julija Stoliarenko,1051
1,5806,Julija Stoliarenko,Julia Avila,1051
1,5804,Justin Jaynes,Charles Rosa,1051
0,5807,Kennedy Nzechukwu,Danilo Marques,1051
0,5808,Marcin Prachnio,Ike Villanueva,1051
1,5811,Michel Prazeres,Shavkat Rakhmonov,1051
1,5813,Nicolas Dalby,Tim Means,1051
1,5812,Ovince Saint Preux,Tanner Boser,1051
0,5809,Raoni Barcelos,Timur Valiev,1051
0,5810,Renato Moicano,Jai Herbert,1051
0,5811,Shavkat Rakhmonov,Michel Prazeres,1051
0,5812,Tanner Boser,Ovince Saint Preux,1051
0,5813,Tim Means,Nicolas Dalby,1051
1,5809,Timur Valiev,Raoni Barcelos,1051
0,5814,Warlley Alves,Jeremiah Wells,1051
0,5815,Yancy Medeiros,Damir Hadzovic,1051
1,5822,Brad Tavares,Omari Akhmedov,1053
0,5816,Carlos Condit,Max Griffin,1053
1,5817,Conor McGregor,Dustin Poirier,1053
1,5826,Dricus Du Plessis,Trevin Giles,1053
0,5817,Dustin Poirier,Conor McGregor,1053
0,5818,Gilbert Burns,Stephen Thompson,1053
1,5825,Greg Hardy,Tai Tuivasa,1053
1,5823,Ilia Topuria,Ryan Hall,1053
0,5819,Irene Aldana,Yana Santos,1053
0,5820,Jennifer Maia,Jessica Eye,1053
1,5827,Jerome Rivera,Zhalgas Zhumagulov,1053
1,5820,Jessica Eye,Jennifer Maia,1053
1,5824,Kris Moutinho,Sean O'Malley,1053
1,5816,Max Griffin,Carlos Condit,1053
1,5821,Michel Pereira,Niko Price,1053
0,5821,Niko Price,Michel Pereira,1053
0,5822,Omari Akhmedov,Brad Tavares,1053
0,5823,Ryan Hall,Ilia Topuria,1053
0,5824,Sean O'Malley,Kris Moutinho,1053
1,5818,Stephen Thompson,Gilbert Burns,1053
0,5825,Tai Tuivasa,Greg Hardy,1053
0,5826,Trevin Giles,Dricus Du Plessis,1053
1,5819,Yana Santos,Irene Aldana,1053
0,5827,Zhalgas Zhumagulov,Jerome Rivera,1053
0,5828,Amanda Lemos,Montserrat Conejo Ruiz,1054
1,5831,Billy Quarantillo,Gabriel Benitez,1054
0,5829,Daniel Rodriguez,Preston Parsons,1054
1,5836,Dustin Stoltzfus,Rodolfo Vieira,1054
0,5830,Francisco Figueiredo,Malcolm Gordon,1054
0,5831,Gabriel Benitez,Billy Quarantillo,1054
0,5832,Islam Makhachev,Thiago Moises,1054
0,5833,Jeremy Stephens,Mateusz Gamrot,1054
0,5834,Khalid Taha,Sergey Morozov,1054
1,5830,Malcolm Gordon,Francisco Figueiredo,1054
0,5835,Marion Reneau,Miesha Tate,1054
1,5833,Mateusz Gamrot,Jeremy Stephens,1054
1,5835,Miesha Tate,Marion Reneau,1054
1,5828,Montserrat Conejo Ruiz,Amanda Lemos,1054
1,5829,Preston Parsons,Daniel Rodriguez,1054
0,5836,Rodolfo Vieira,Dustin Stoltzfus,1054
1,5834,Sergey Morozov,Khalid Taha,1054
1,5832,Thiago Moises,Islam Makhachev,1054
0,5837,Adrian Yanez,Randy Costa,1055
1,5841,Andre Ewell,Julio Arce,1055
1,5846,Brendan Allen,Punahele Soriano,1055
0,5838,Cory Sandhagen,TJ Dillashaw,1055
0,5839,Darren Elkins,Darrick Minner,1055
1,5839,Darrick Minner,Darren Elkins,1055
0,5840,Diana Belbita,Hannah Goldy,1055
1,5847,Elise Reed,Sijara Eubanks,1055
1,5840,Hannah Goldy,Diana Belbita,1055
1,5845,Ian Heinisch,Nassourdine Imavov,1055
1,5843,Jordan Williams,Mickey Gall,1055
0,5841,Julio Arce,Andre Ewell,1055
0,5842,Kyler Phillips,Raulian Paiva,1055
1,5844,Maycee Barber,Miranda Maverick,1055
0,5843,Mickey Gall,Jordan Williams,1055
0,5844,Miranda Maverick,Maycee Barber,1055
0,5845,Nassourdine Imavov,Ian Heinisch,1055
0,5846,Punahele Soriano,Brendan Allen,1055
1,5837,Randy Costa,Adrian Yanez,1055
1,5842,Raulian Paiva,Kyler Phillips,1055
0,5847,Sijara Eubanks,Elise Reed,1055
1,5838,TJ Dillashaw,Cory Sandhagen,1055
1,5853,Ashley Yoder,Jinh Yu Frey,1056
0,5848,Bryan Barberena,Jason Witt,1056
0,5849,Cheyanne Vlismas,Gloria de Paula,1056
0,5850,Chris Gruetzemacher,Rafa Garcia,1056
0,5851,Collin Anglin,Melsik Baghdasaryan,1056
0,5852,Danny Chavez,Kai Kamaka,1056
1,5849,Gloria de Paula,Cheyanne Vlismas,1056
1,5854,Jared Gooden,Niklas Stolze,1056
1,5848,Jason Witt,Bryan Barberena,1056
0,5853,Jinh Yu Frey,Ashley Yoder,1056
1,5852,Kai Kamaka,Danny Chavez,1056
1,5851,Melsik Baghdasaryan,Collin Anglin,1056
0,5854,Niklas Stolze,Jared Gooden,1056
1,5855,Orion Cosce,Phil Rowe,1056
0,5855,Phil Rowe,Orion Cosce,1056
1,5850,Rafa Garcia,Chris Gruetzemacher,1056
0,5856,Ryan Benoit,Zarrukh Adashev,1056
1,5857,Sean Strickland,Uriah Hall,1056
0,5857,Uriah Hall,Sean Strickland,1056
1,5856,Zarrukh Adashev,Ryan Benoit,1056
0,5858,Alonzo Menifield,Ed Herman,1057
1,5866,Anderson Dos Santos,Miles Johns,1057
1,5868,Angela Hill,Tecia Pennington,1057
1,5867,Casey Kenney,Song Yadong,1057
1,5859,Ciryl Gane,Derrick Lewis,1057
0,5859,Derrick Lewis,Ciryl Gane,1057
1,5870,Drako Rodriguez,Vince Morales,1057
1,5858,Ed Herman,Alonzo Menifield,1057
1,5860,Jamey Simmons,Johnny Munoz,1057
1,5862,Jessica Penne,Karolina Kowalkiewicz,1057
0,5860,Johnny Munoz,Jamey Simmons,1057
0,5861,Jose Aldo,Pedro Munhoz,1057
0,5862,Karolina Kowalkiewicz,Jessica Penne,1057
0,5863,King Green,Rafael Fiziev,1057
0,5864,Manel Kape,Ode Osbourne,1057
1,5869,Melissa Gatto,Victoria Leonardo,1057
0,5865,Michael Chiesa,Vicente Luque,1057
0,5866,Miles Johns,Anderson Dos Santos,1057
1,5864,Ode Osbourne,Manel Kape,1057
1,5861,Pedro Munhoz,Jose Aldo,1057
1,5863,Rafael Fiziev,King Green,1057
0,5867,Song Yadong,Casey Kenney,1057
0,5868,Tecia Pennington,Angela Hill,1057
1,5865,Vicente Luque,Michael Chiesa,1057
0,5869,Victoria Leonardo,Melissa Gatto,1057
0,5870,Vince Morales,Drako Rodriguez,1057
0,5871,Alexandre Pantoja,Brandon Royval,1059
1,5881,Austin Hubbard,Vinc Pichel,1059
0,5872,Austin Lingo,Luis Saldana,1059
0,5873,Bea Malecki,Josiane Nunes,1059
1,5871,Brandon Royval,Alexandre Pantoja,1059
0,5874,Brian Kelleher,Domingo Pilarte,1059
1,5877,Chase Sherman,Parker Porter,1059
0,5875,Clay Guida,Mark Madsen,1059
1,5874,Domingo Pilarte,Brian Kelleher,1059
1,5882,Fabio Cherant,William Knight,1059
1,5878,Ignacio Bahamondes,Roosevelt Roberts,1059
0,5876,Jared Cannonier,Kelvin Gastelum,1059
1,5873,Josiane Nunes,Bea Malecki,1059
1,5876,Kelvin Gastelum,Jared Cannonier,1059
1,5872,Luis Saldana,Austin Lingo,1059
1,5875,Mark Madsen,Clay Guida,1059
0,5877,Parker Porter,Chase Sherman,1059
1,5879,Ramiz Brahimaj,Sasha Palatnikov,1059
0,5878,Roosevelt Roberts,Ignacio Bahamondes,1059
1,5880,Saidyokub Kakhramonov,Trevin Jones,1059
0,5879,Sasha Palatnikov,Ramiz Brahimaj,1059
0,5880,Trevin Jones,Saidyokub Kakhramonov,1059
0,5881,Vinc Pichel,Austin Hubbard,1059
0,5882,William Knight,Fabio Cherant,1059
1,5883,Abdul Razak Alhassan,Alessio Di Chirico,1060
0,5883,Alessio Di Chirico,Abdul Razak Alhassan,1060
0,5884,Andre Petroski,Micheal Gillmore,1060
1,5893,Brady Hiestand,Ricky Turcios,1060
0,5885,Bryan Battle,Gilbert Urbina,1060
1,5890,Daniel Rodriguez,Kevin Lee,1060
1,5886,Darren Stewart,Dustin Jacoby,1060
0,5886,Dustin Jacoby,Darren Stewart,1060
0,5887,Edson Barboza,Giga Chikadze,1060
1,5891,Gerald Meerschaert,Makhmud Muradov,1060
1,5887,Giga Chikadze,Edson Barboza,1060
1,5885,Gilbert Urbina,Bryan Battle,1060
1,5892,Guido Cannetti,Mana Martinez,1060
0,5888,JJ Aldrich,Vanessa Demopoulos,1060
0,5889,Jamall Emmers,Pat Sabatini,1060
0,5890,Kevin Lee,Daniel Rodriguez,1060
0,5891,Makhmud Muradov,Gerald Meerschaert,1060
0,5892,Mana Martinez,Guido Cannetti,1060
1,5884,Micheal Gillmore,Andre Petroski,1060
1,5889,Pat Sabatini,Jamall Emmers,1060
0,5893,Ricky Turcios,Brady Hiestand,1060
0,5894,Sam Alvey,Wellington Turman,1060
1,5888,Vanessa Demopoulos,JJ Aldrich,1060
1,5894,Wellington Turman,Sam Alvey,1060
0,5895,Alex Morono,David Zawada,1061
1,5899,Charles Jourdain,Julian Erosa,1061
0,5896,Dalcha Lungiambula,Marc-Andre Barriault,1061
1,5897,Darren Till,Derek Brunson,1061
1,5895,David Zawada,Alex Morono,1061
0,5897,Derek Brunson,Darren Till,1061
0,5898,Jack Shore,Liudvik Sholinian,1061
1,5901,Ji Yeon Kim,Molly McCann,1061
0,5899,Julian Erosa,Charles Jourdain,1061
1,5900,Khalil Rountree Jr.,Modestas Bukauskas,1061
1,5898,Liudvik Sholinian,Jack Shore,1061
1,5902,Luigi Vendramini,Paddy Pimblett,1061
1,5896,Marc-Andre Barriault,Dalcha Lungiambula,1061
0,5900,Modestas Bukauskas,Khalil Rountree Jr.,1061
0,5901,Molly McCann,Ji Yeon Kim,1061
0,5902,Paddy Pimblett,Luigi Vendramini,1061
1,5903,Serghei Spivac,Tom Aspinall,1061
0,5903,Tom Aspinall,Serghei Spivac,1061
1,5909,Alatengheili,Gustavo Lopez,1063
0,5904,Anthony Smith,Ryan Spann,1063
1,5912,Antonio Arroyo,Joaquin Buckley,1063
0,5905,Ariane da Silva,Mandy Bohm,1063
0,5906,Arman Tsarukyan,Christos Giagos,1063
1,5917,Brandon Jenkins,Rongzhu,1063
1,5910,Carlston Harris,Impa Kasanganay,1063
1,5906,Christos Giagos,Arman Tsarukyan,1063
1,5911,Devin Clark,Ion Cutelaba,1063
0,5907,Emily Whitmire,Hannah Goldy,1063
0,5908,Erin Blanchfield,Sarah Alpar,1063
0,5909,Gustavo Lopez,Alatengheili,1063
1,5907,Hannah Goldy,Emily Whitmire,1063
0,5910,Impa Kasanganay,Carlston Harris,1063
0,5911,Ion Cutelaba,Devin Clark,1063
1,5914,JP Buys,Montel Jackson,1063
0,5912,Joaquin Buckley,Antonio Arroyo,1063
1,5905,Mandy Bohm,Ariane da Silva,1063
0,5913,Mike Rodriguez,Tafon Nchukwi,1063
0,5914,Montel Jackson,JP Buys,1063
0,5915,Nate Maness,Tony Gravely,1063
0,5916,Pannie Kianzad,Raquel Pennington,1063
1,5916,Raquel Pennington,Pannie Kianzad,1063
0,5917,Rongzhu,Brandon Jenkins,1063
1,5904,Ryan Spann,Anthony Smith,1063
1,5908,Sarah Alpar,Erin Blanchfield,1063
1,5913,Tafon Nchukwi,Mike Rodriguez,1063
1,5915,Tony Gravely,Nate Maness,1063
0,5918,Alexander Volkanovski,Brian Ortega,1064
1,5918,Brian Ortega,Alexander Volkanovski,1064
1,5928,Chris Daukaus,Shamil Abdurakhimov,1064
0,5919,Cody Brundage,Nick Maximov,1064
0,5920,Curtis Blaydes,Jairzinho Rozenstruik,1064
1,5922,Cynthia Calvillo,Jessica Andrade,1064
0,5921,Dan Hooker,Nasrat Haqparast,1064
1,5920,Jairzinho Rozenstruik,Curtis Blaydes,1064
1,5929,Jalin Turner,Uros Medic,1064
0,5922,Jessica Andrade,Cynthia Calvillo,1064
0,5923,Jonathan Pearce,Omar Morales,1064
1,5930,Lauren Murphy,Valentina Shevchenko,1064
0,5924,Marlon Moraes,Merab Dvalishvili,1064
1,5925,Martin Sano,Matthew Semelsberger,1064
0,5925,Matthew Semelsberger,Martin Sano,1064
1,5924,Merab Dvalishvili,Marlon Moraes,1064
1,5921,Nasrat Haqparast,Dan Hooker,1064
0,5926,Nick Diaz,Robbie Lawler,1064
1,5919,Nick Maximov,Cody Brundage,1064
